context,prompt,answer
"Alguns estudis sobre desigualtat en els ingressos i en el creixement han demostrat que es confirma la hipòtesi de la corba de Kuznets, que estableix que amb el desenvolupament econòmic, la desigualtat primer creix i després disminueix. L’economista Thomas Piketty desafia aquest concepte i afirma que des de les guerres del 1914 al 1945 i les ""greus crisis econòmiques i polítiques"", la desigualtat s’ha reduït. A més, Piketty defensa que la hipòtesi de la corba de Kuznets ""màgica"", amb el seu èmfasi en l’equilibri del creixement econòmic a llarg termini, no pot explicar l’augment significatiu de la desigualtat econòmica a tot el món desenvolupat des de la dècada dels anys 70.","L’oxigen presenta dues bandes d’absorció espectrofotomètriques amb pics en les longituds d’ona de 687 i 760 nm. Alguns científics especialitzats en teledetecció han proposat utilitzar el mesurament de la radiància procedent dels dossers de les plantes en aquestes bandes per caracteritzar l’estat fitosanitari des d’una plataforma satèl·lit. Aquest enfocament aprofundeix en el fet que en aquestes bandes és possible discriminar la reflectància de la planta de la seva fluorescència, que és molt més feble. El mesurament és difícil des del punt de vista tècnic a causa de la baixa relació senyal-soroll i de l’estructura física de les plantes; però s’ha proposat com a possible mètode de vigilància del cicle del carboni des dels satèl·lits a escala mundial.
----
Pregunta: A quina longitud d’ona arriben les bandes espectrofotomètriques?
Resposta: 687 i 760 nm
----
Pregunta: Quina era la població estimada de Pons Aelius al voltant del segle II?
Resposta: 2.000
----
Pregunta: Quines tres coses es necessiten perquè hi hagi construcció?
Resposta: la planificació, el disseny[es necessita una cita] i el finançament
----
Pregunta: Segons Piketty, quins van ser els factors més importants en la reducció de les desigualtats?
Resposta: ","les guerres del 1914 al 1945 i les ""greus crisis econòmiques i polítiques"""
"Alguns normands es van unir a les forces turques per ajudar a la destrucció dels estats vassalls armenis de Sassun i Taron a l'extrem oriental d'Anatòlia. Més tard, molts van començar a servir l'Estat armeni més al sud de Cilícia i les muntanyes del Taure. Un normand anomenat Urselius va dirigir una força de ""francs"" a la vall alta de l'Eufrates al nord de Síria. Del 1073 al 1074, 8.000 de les 20.000 tropes del general armeni Filaret Bracami van ser normands —abans d’Urselius— dirigits per Reimbau. Fins i tot van prestar la seva ètnia per donar nom al seu castell: Afranji, que significa ""francs"". El conegut comerç entre Amalfi i Antioquia i entre Bari i Tars pot estar relacionat amb la presència d'italonormands en aquestes ciutats quan Amalfi i Bari estaven sota el domini normand a Itàlia.","El 1700, diversos centenars d'hugonots francesos van emigrar d'Anglaterra a la colònia de Virgínia, on la corona anglesa els havia promès concessions de terres al comtat de Lower Norfolk. En canvi, quan van arribar, les autoritats colonials els van oferir terres de 20 quilòmetres per sobre de les cascades del riu James, al poble abandonat de Monacan, conegut com Manakin Town, ara al comtat de Powhatan. Alguns colons van desembarcar al comtat actual de Chesterfield. El 12 de maig del 1705, l'Assemblea General de Virgínia va aprovar un acte per naturalitzar els 148 hugonots encara residents a Manakin Town. Dels 390 colons originals de l'assentament aïllat, molts havien mort; d’altres vivien fora de la ciutat en granges a l’estil anglès; i d'altres es van traslladar a diferents zones. A poc a poc, es van casar amb els seus veïns anglesos. Durant els segles XVIII i XIX, els descendents dels francesos van emigrar cap a l'oest, al Piemont, i a través de les muntanyes Apalatxes cap a l'oest del que es va convertir en Kentucky, Tennessee, Missouri i altres estats. A la zona de Manakin Town, el pont commemoratiu dels hugonots que creua el riu James i la carretera Huguenot van ser nomenats en honor seu, així com moltes característiques locals, incloses diverses escoles, com l’escola secundària Huguenot.
----
Pregunta: Quants colons originaris es van establir a Manakin Town?
Resposta: 390
----
Pregunta: Quin és el sobrenom del logotip de l’ABC des de la campanya del 2000?
Resposta: el punt
----
Pregunta: Com és el paper de les comissions del Parlament escocès en comparació amb altres sistemes?
Resposta: més fort
----
Pregunta: Com s’anomenava el castell normand?
Resposta: ",Afranji
"Alguns normands es van unir a les forces turques per ajudar a la destrucció dels estats vassalls armenis de Sassun i Taron a l'extrem oriental d'Anatòlia. Més tard, molts van començar a servir l'Estat armeni més al sud de Cilícia i les muntanyes del Taure. Un normand anomenat Urselius va dirigir una força de ""francs"" a la vall alta de l'Eufrates al nord de Síria. Del 1073 al 1074, 8.000 de les 20.000 tropes del general armeni Filaret Bracami van ser normands —abans d’Urselius— dirigits per Reimbau. Fins i tot van prestar la seva ètnia per donar nom al seu castell: Afranji, que significa ""francs"". El conegut comerç entre Amalfi i Antioquia i entre Bari i Tars pot estar relacionat amb la presència d'italonormands en aquestes ciutats quan Amalfi i Bari estaven sota el domini normand a Itàlia.","Peyton Manning es va convertir en el primer quarterback que va dirigir dos equips diferents a múltiples Super Bowls. També és el quarterback de més edat que ha jugat en una Super Bowl als 39 anys. El rècord anterior el tenia John Elway, que va portar els Broncos a la victòria a la Super Bowl XXXIII als 38 anys i actualment és el vicepresident executiu d’operacions de futbol i el director general del Denver.
----
Pregunta: Per a qui va jugar John Elway a la Super Bowl XXXIII?
Resposta: Broncos
----
Pregunta: Què va visitar Kenyatta per invitació del president?
Resposta: la Xina
----
Pregunta: Com a producte de quins nombres es pot representar qualsevol nombre més gran que 1?
Resposta: primers
----
Pregunta: Qui era el líder quan els francs van entrar a la vall de l’Eufrates?
Resposta: ",Urselius
"Alguns normands es van unir a les forces turques per ajudar a la destrucció dels estats vassalls armenis de Sassun i Taron a l'extrem oriental d'Anatòlia. Més tard, molts van començar a servir l'Estat armeni més al sud de Cilícia i les muntanyes del Taure. Un normand anomenat Urselius va dirigir una força de ""francs"" a la vall alta de l'Eufrates al nord de Síria. Del 1073 al 1074, 8.000 de les 20.000 tropes del general armeni Filaret Bracami van ser normands —abans d’Urselius— dirigits per Reimbau. Fins i tot van prestar la seva ètnia per donar nom al seu castell: Afranji, que significa ""francs"". El conegut comerç entre Amalfi i Antioquia i entre Bari i Tars pot estar relacionat amb la presència d'italonormands en aquestes ciutats quan Amalfi i Bari estaven sota el domini normand a Itàlia.","La renovada guerra religiosa a la dècada del 1620 va provocar l’abolició dels privilegis polítics i militars dels hugonots després de la seva derrota. Van conservar les disposicions religioses de l'Edicte de Nantes fins al govern de Lluís XIV, que va augmentar progressivament la seva persecució fins que va emetre l'Edicte de Fontainebleau (1685), que abolia tot reconeixement legal del protestantisme a França i obligava els hugonots a convertir-se. Mentre que gairebé tres quartes parts van ser assassinades o sotmeses, aproximadament 500.000 hugonots van fugir de França a principis del segle XVIII[es necessita una cita].
----
Pregunta: Quants hugonots van fugir de França cap a la dècada del 1700?
Resposta: 500.000
----
Pregunta: Quants cilindres té el motor d’Energiprojekt AB?
Resposta: 5
----
Pregunta: Què és Engineering News-Record?
Resposta: una revista especialitzada per a la indústria de la construcció
----
Pregunta: Amb qui es van unir els normands a Anatòlia?
Resposta: ",forces turques
"Als Estats Units, cada estat determina els requisits per obtenir el títol per ensenyar a les escoles públiques. La titulació docent sol tenir una validesa de tres anys, però els professors poden rebre certificats que durin fins a deu anys. Els docents d’escoles públiques han de tenir un títol de grau universitari, que ha d’estar certificat, en la majoria, per l’estat on s’imparteixen les classes. Moltes escoles concertades no requereixen que el seu personal docent tingui titulació, sempre que compleixi els estàndards per tenir les competències reconegudes, tal com estableix la Llei No Child Left Behind. A més, els requisits per als professors substituts/temporals en general no són tan estrictes com per als professionals a temps complet. L’Oficina d’Estadístiques Laborals calcula que hi ha 1,4 milions de docents a primària, 674.000 docents a l’escola secundària intermèdia i 1 milió de docents a l’escola secundària superior.","A vegades, la fiscalia proposa un acord de culpabilitat als desobedients civils, com va passar en el cas de Camden 28, als qui va oferir l’oportunitat de declarar-se culpables d’un delicte menor per no haver d’entrar a presó. En algunes situacions de detenció massiva, els activistes decideixen utilitzar tàctiques de solidaritat per a garantir el mateix acord de culpabilitat per a tothom. Però alguns activistes opten per declarar-se culpables a cegues, sense acord previ. Mohandas Gandhi es va declarar culpable i va declarar al tribunal: ""Estic aquí per . . . donar la benvinguda i sotmetre’m de bon grat al compliment de la pena més alta que se’m pugui aplicar per allò que, segons la llei, és un delicte deliberat, i a mi em sembla que és el deure civil suprem.""
----
Pregunta: A vegades, quin tipus de culpabilitat s’assumeix com a acte de desobediència?
Resposta: culpables a cegues
----
Pregunta: Quins són els tres subsectors de la construcció?
Resposta: construcció d’edificis, construcció d’enginyeria civil i pesada, i contractistes comercials especialitzats
----
Pregunta: Quina creença és incorrecta sobre la membrana externa del cloroplast?
Resposta: el producte de la membrana de la cèl·lula de l’hoste que es plega cap a dins per formar una vesícula que envolta el cianobacteri ancestral
----
Pregunta: Als EUA, qui decideix els requisits per als docents?
Resposta: ",cada estat
"Als Estats Units, cada estat determina els requisits per obtenir el títol per ensenyar a les escoles públiques. La titulació docent sol tenir una validesa de tres anys, però els professors poden rebre certificats que durin fins a deu anys. Els docents d’escoles públiques han de tenir un títol de grau universitari, que ha d’estar certificat, en la majoria, per l’estat on s’imparteixen les classes. Moltes escoles concertades no requereixen que el seu personal docent tingui titulació, sempre que compleixi els estàndards per tenir les competències reconegudes, tal com estableix la Llei No Child Left Behind. A més, els requisits per als professors substituts/temporals en general no són tan estrictes com per als professionals a temps complet. L’Oficina d’Estadístiques Laborals calcula que hi ha 1,4 milions de docents a primària, 674.000 docents a l’escola secundària intermèdia i 1 milió de docents a l’escola secundària superior.","La unitat bàsica de divisió territorial a Polònia és una comuna (gmina). Una ciutat també és una comuna, però amb la carta de ciutat. Tant les ciutats com les comunes són governades per un alcalde, però a les comunes l’alcalde s’anomena vogt (wójt en polonès), mentre que a les ciutats és el burmistrz. Algunes ciutats més grans obtenen els drets, és a dir, tasques i privilegis, que posseeixen les unitats del segon nivell de divisió territorial: comtats o powiats. Un exemple d’aquest dret és la matriculació d’un vehicle: una gmina no pot matricular vehicles, és una tasca del powiat (és a dir, la matrícula depèn del powiat que havia matriculat el vehicle, no de la gmina). En aquest cas, diem comtat de la ciutat o powiat grodzki. Aquestes ciutats són, per exemple, Lublín, Cracòvia, Gdańsk, Poznań. A Varsòvia, els seus districtes tenen, a més, alguns dels drets del powiat, com la matriculació de vehicles ja esmentada. Per exemple, el districte Wola té les seves pròpies proves i, el districte Ursynów, les seves (i els vehicles de Wola tenen un altre tipus de matriculació diferent del d’Ursynów). Però, per exemple, els districtes de Cracòvia no tenen drets de powiat, de manera que les matrícules a Cracòvia són del mateix tipus per a tots els districtes.
----
Pregunta: En quins districtes les matrícules de vehicles són del mateix tipus?
Resposta: Cracòvia
----
Pregunta: Quina és la temperatura aproximada del condensador en una turbina?
Resposta: 30 °C
----
Pregunta: Què és Internet2?
Resposta: un consorci de xarxes informàtiques sense ànim de lucre dels Estats Units dirigit per membres de les comunitats de recerca i educació, el sector i el govern
----
Pregunta: Quina vigència màxima té un títol docent?
Resposta: ",deu anys
"Als Estats Units, cada estat determina els requisits per obtenir el títol per ensenyar a les escoles públiques. La titulació docent sol tenir una validesa de tres anys, però els professors poden rebre certificats que durin fins a deu anys. Els docents d’escoles públiques han de tenir un títol de grau universitari, que ha d’estar certificat, en la majoria, per l’estat on s’imparteixen les classes. Moltes escoles concertades no requereixen que el seu personal docent tingui titulació, sempre que compleixi els estàndards per tenir les competències reconegudes, tal com estableix la Llei No Child Left Behind. A més, els requisits per als professors substituts/temporals en general no són tan estrictes com per als professionals a temps complet. L’Oficina d’Estadístiques Laborals calcula que hi ha 1,4 milions de docents a primària, 674.000 docents a l’escola secundària intermèdia i 1 milió de docents a l’escola secundària superior.","Els docents a Gal·les poden formar part de sindicats com ATl, NUT o NASUWT, i els informes dels darrers anys suggereixen que l’edat mitjana dels docents a Gal·les disminueix, ja que els professors són més joves ara que en els anys anteriors. Una preocupació creixent a les escoles gal·leses són els atacs a docents, els quals van assolir el màxim històric entre el 2005 i el 2010.
----
Pregunta: Quan es van produir més atacs a docents?
Resposta: entre el 2005 i el 2010
----
Pregunta: Quan va ampliar Luter els seus atacs i va incloure doctrines bàsiques de l’Església?
Resposta: estiu de 1521
----
Pregunta: Com esdevé el principi pel fet que no tots els fòssils es puguin trobar alhora arreu del món?
Resposta: complex
----
Pregunta: Què ha de tenir, com a mínim, el professor d’una escola pública?
Resposta: ",títol de grau universitari
"Als Estats Units, cada estat determina els requisits per obtenir el títol per ensenyar a les escoles públiques. La titulació docent sol tenir una validesa de tres anys, però els professors poden rebre certificats que durin fins a deu anys. Els docents d’escoles públiques han de tenir un títol de grau universitari, que ha d’estar certificat, en la majoria, per l’estat on s’imparteixen les classes. Moltes escoles concertades no requereixen que el seu personal docent tingui titulació, sempre que compleixi els estàndards per tenir les competències reconegudes, tal com estableix la Llei No Child Left Behind. A més, els requisits per als professors substituts/temporals en general no són tan estrictes com per als professionals a temps complet. L’Oficina d’Estadístiques Laborals calcula que hi ha 1,4 milions de docents a primària, 674.000 docents a l’escola secundària intermèdia i 1 milió de docents a l’escola secundària superior.","Alguns compradors van lamentar la mida petita dels primers cotxes compactes japonesos, i tant Toyota com Nissan (llavors conegut amb el nom de Datsun) van presentar cotxes més grans com ara el Toyota Corona Mark II, el Toyota Cressida, el Mazda 616 i el Datsun 810, amb més espai per als passatgers i funcionalitats com aire condicionat, direcció assistida, ràdio AM-FM i, fins i tot, alçavidres elèctrics i tancament centralitzat sense incrementar el preu del vehicle. Una dècada després de la crisi petroliera del 1973, Honda, Toyota i Nissan, afectades per les restriccions voluntàries a l’exportació del 1981, van obrir plantes d’acoblament als Estats Units i hi van establir les seves divisions de luxe (Acura, Lexus i Infiniti, respectivament) per distingir-se de les seves marques del mercat de masses.
----
Pregunta: Digues un extra que es va afegir a la producció dels cotxes compactes.
Resposta: aire condicionat
----
Pregunta: En quin any la part sud de la selva tropical de l’Amazones es va veure principalment afectada per la sequera?
Resposta: 2005
----
Pregunta: Què va examinar un estudi del 1996 de Perotti?
Resposta: canals a través dels quals la desigualtat pot tenir un impacte en el creixement econòmic
----
Pregunta: On no es requereix que els professors tinguin titulació?
Resposta: ",escoles concertades
"Als Estats Units, cada estat determina els requisits per obtenir el títol per ensenyar a les escoles públiques. La titulació docent sol tenir una validesa de tres anys, però els professors poden rebre certificats que durin fins a deu anys. Els docents d’escoles públiques han de tenir un títol de grau universitari, que ha d’estar certificat, en la majoria, per l’estat on s’imparteixen les classes. Moltes escoles concertades no requereixen que el seu personal docent tingui titulació, sempre que compleixi els estàndards per tenir les competències reconegudes, tal com estableix la Llei No Child Left Behind. A més, els requisits per als professors substituts/temporals en general no són tan estrictes com per als professionals a temps complet. L’Oficina d’Estadístiques Laborals calcula que hi ha 1,4 milions de docents a primària, 674.000 docents a l’escola secundària intermèdia i 1 milió de docents a l’escola secundària superior.","El 1973, Nixon va nomenar William E. Simon com a primer director de l’Oficina Federal d’Energia, una organització que va durar poc creada per coordinar la resposta al bloqueig. Simon va assignar als estats la mateixa quantitat de petroli domèstic per a l’any 1974 que havien consumit el 1972, la qual cosa va anar bé als estats la població dels quals no havia augmentat. A la resta dels estats, sovint es formaven cues a les gasolineres. L’AAA, l’Associació Nord-americana de l’Automòbil, va informar que durant l’última setmana del mes de febrer del 1974, el 20 % de les gasolineres dels EUA no tenien combustible.
----
Pregunta: Segons l’AAA, quin és el percentatge de gasolineres que es van quedar sense gasolina?
Resposta: el 20 %
----
Pregunta: A quins altres temes pot pertànyer la desobediència civil?
Resposta: tradicions culturals, costums socials, creences religioses
----
Pregunta: Qui va ser el fundador d’Oracle Corporation?
Resposta: Larry Ellison
----
Pregunta: Què pot requerir una escola concertada perquè els seus docents compleixin els estàndards per tenir les competències reconegudes?
Resposta: ",No Child Left Behind
"Altres predecessors de l'església reformada van incloure els proreformistes i els catòlics romans gal·licans, com Jacques Lefèvre (c. 1455-1536). Els gal·licans van aconseguir breument la independència de l'església francesa, amb el principi que la religió de França no podia ser controlada pel bisbe de Roma, una potència estrangera. Durant la Reforma protestant, Lefèvre, professor de la Universitat de París, va publicar la seva traducció del Nou Testament al francès el 1523, seguida de tota la Bíblia en llengua francesa el 1530. Guillaume Farel va ser un estudiant de Lefèvre que va passar a ser líder de la Reforma suïssa i va establir un govern protestant a Ginebra. Jean Cauvin (Joan Calví), un altre estudiant de la Universitat de París, també es va convertir al protestantisme. Molt després de la supressió de la secta per part de Francesc I, els valdesos francesos restants, aleshores majoria a la regió del Luberon, van intentar unir-se a Guillaume Farel, Calví i la Reforma, i Olivétan els va publicar una bíblia francesa. La confessió francesa del 1559 mostra una influència clarament calvinista. En algun moment entre el 1550 i el 1580, els membres de l'església reformada de França van ser coneguts com a hugonots.[es necessita una cita]","Peyton Manning es va convertir en el primer quarterback que va dirigir dos equips diferents a múltiples Super Bowls. També és el quarterback de més edat que ha jugat en una Super Bowl als 39 anys. El rècord anterior el tenia John Elway, que va portar els Broncos a la victòria a la Super Bowl XXXIII als 38 anys i actualment és el vicepresident executiu d’operacions de futbol i el director general del Denver.
----
Pregunta: Quina Super Bowl va guanyar Elway als 38 anys?
Resposta: Super Bowl XXXIII
----
Pregunta: Quantes línies de ferrocarril de calibre estret eren antigament propietat del govern?
Resposta: cinc
----
Pregunta: Què s’ha de fer per a garantir que els sectors més pobres de la societat puguin participar en el creixement econòmic?
Resposta: esforços especials
----
Pregunta: Qui va ser un catòlic romà proreforma del segle XV?
Resposta: ",Jacques Lefèvre
"Altres predecessors de l'església reformada van incloure els proreformistes i els catòlics romans gal·licans, com Jacques Lefèvre (c. 1455-1536). Els gal·licans van aconseguir breument la independència de l'església francesa, amb el principi que la religió de França no podia ser controlada pel bisbe de Roma, una potència estrangera. Durant la Reforma protestant, Lefèvre, professor de la Universitat de París, va publicar la seva traducció del Nou Testament al francès el 1523, seguida de tota la Bíblia en llengua francesa el 1530. Guillaume Farel va ser un estudiant de Lefèvre que va passar a ser líder de la Reforma suïssa i va establir un govern protestant a Ginebra. Jean Cauvin (Joan Calví), un altre estudiant de la Universitat de París, també es va convertir al protestantisme. Molt després de la supressió de la secta per part de Francesc I, els valdesos francesos restants, aleshores majoria a la regió del Luberon, van intentar unir-se a Guillaume Farel, Calví i la Reforma, i Olivétan els va publicar una bíblia francesa. La confessió francesa del 1559 mostra una influència clarament calvinista. En algun moment entre el 1550 i el 1580, els membres de l'església reformada de França van ser coneguts com a hugonots.[es necessita una cita]","Entre el 1991 i el 2000, la superfície total perduda de bosc a l’Amazones va augmentar de 415.000 a 587.000 quilòmetres quadrats (de 160.000 a 227.000 milles quadrades), i la major part de bosc perdut es va convertir en pastura per al bestiar. El setanta per cent de les terres que abans corresponien a la selva de l’Amazones, i el 91 % de les terres desforestades des del 1970, s’utilitzen per a la pastura de bestiar. Actualment, el Brasil és el segon productor mundial de soia després dels Estats Units. No obstant això, noves investigacions fetes per Leydimere Oliveira et al. han demostrat que com més es tala la selva tropical de l’Amazones, menys precipitacions arriben a la zona i, per tant, menor és el rendiment per hectàrea. Així que, tot i la percepció popular, no hi ha hagut cap avantatge econòmic per al Brasil pel que fa a la tala de zones de selva tropical per convertir-les en camps de pastura.
----
Pregunta: Quin percentatge de terra talada a l’Amazònia s’utilitza per a la cria de bestiar?
Resposta: el 91 %
----
Pregunta: En quin any es va aprovar la Llei d’escoles de Sud-àfrica?
Resposta: 1996
----
Pregunta: Quin principi posa de manifest la importància dels primers en la teoria de nombres?
Resposta: principi local-global
----
Pregunta: On va ensenyar aquest líder proreformista?
Resposta: ",Universitat de París
"Altres predecessors de l'església reformada van incloure els proreformistes i els catòlics romans gal·licans, com Jacques Lefèvre (c. 1455-1536). Els gal·licans van aconseguir breument la independència de l'església francesa, amb el principi que la religió de França no podia ser controlada pel bisbe de Roma, una potència estrangera. Durant la Reforma protestant, Lefèvre, professor de la Universitat de París, va publicar la seva traducció del Nou Testament al francès el 1523, seguida de tota la Bíblia en llengua francesa el 1530. Guillaume Farel va ser un estudiant de Lefèvre que va passar a ser líder de la Reforma suïssa i va establir un govern protestant a Ginebra. Jean Cauvin (Joan Calví), un altre estudiant de la Universitat de París, també es va convertir al protestantisme. Molt després de la supressió de la secta per part de Francesc I, els valdesos francesos restants, aleshores majoria a la regió del Luberon, van intentar unir-se a Guillaume Farel, Calví i la Reforma, i Olivétan els va publicar una bíblia francesa. La confessió francesa del 1559 mostra una influència clarament calvinista. En algun moment entre el 1550 i el 1580, els membres de l'església reformada de França van ser coneguts com a hugonots.[es necessita una cita]","Per a una definició precisa del que significa resoldre un problema mitjançant una determinada quantitat de temps i espai, s’utilitza un model computacional com la màquina determinista de Turing. El temps requerit per una màquina determinista de Turing M a l'entrada x és el nombre total de transicions d'estat, o passos, que la màquina fa abans d’aturar-se i emetre la resposta (""sí"" o ""no""). Es diu que una màquina de Turing M funciona dins del temps f (n), si el temps requerit per M en cada entrada de longitud n és com a màxim f (n). Un problema de decisió A es pot resoldre en el temps f (n) si existeix una màquina de Turing que funciona en el temps f (n) que resol el problema. Atès que la teoria de la complexitat està interessada a classificar els problemes en funció de la seva dificultat, es defineixen conjunts de problemes segons alguns criteris. Per exemple, el conjunt de problemes solucionables dins del temps f (n) en una màquina determinista de Turing es denota llavors amb DTIME (f (n)).
----
Pregunta: Quin és el recurs més important mesurat per avaluar la determinació de la capacitat d'una màquina de Turing per resoldre qualsevol conjunt de problemes?
Resposta: temps
----
Pregunta: Quants metges s’estima que administren medicaments pel seu compte?
Resposta: el 7 i el 10 per cent
----
Pregunta: Juntament amb les escoles públiques, quin tipus d’escoles reconeix la Llei d’escoles de Sud-àfrica?
Resposta: independents
----
Pregunta: Quan va publicar aquest líder una Bíblia en francès?
Resposta: ",1530
"Altres predecessors de l'església reformada van incloure els proreformistes i els catòlics romans gal·licans, com Jacques Lefèvre (c. 1455-1536). Els gal·licans van aconseguir breument la independència de l'església francesa, amb el principi que la religió de França no podia ser controlada pel bisbe de Roma, una potència estrangera. Durant la Reforma protestant, Lefèvre, professor de la Universitat de París, va publicar la seva traducció del Nou Testament al francès el 1523, seguida de tota la Bíblia en llengua francesa el 1530. Guillaume Farel va ser un estudiant de Lefèvre que va passar a ser líder de la Reforma suïssa i va establir un govern protestant a Ginebra. Jean Cauvin (Joan Calví), un altre estudiant de la Universitat de París, també es va convertir al protestantisme. Molt després de la supressió de la secta per part de Francesc I, els valdesos francesos restants, aleshores majoria a la regió del Luberon, van intentar unir-se a Guillaume Farel, Calví i la Reforma, i Olivétan els va publicar una bíblia francesa. La confessió francesa del 1559 mostra una influència clarament calvinista. En algun moment entre el 1550 i el 1580, els membres de l'església reformada de França van ser coneguts com a hugonots.[es necessita una cita]","S’han presentat tot un seguit d’alternatives a l’Y. Pestis. Twigg va suggerir que la causa era una forma d’àntrax, i Norman Cantor (2001) va pensar que podria haver estat una combinació d’àntrax i altres pandèmies. Scott i Duncan han afirmat que la pandèmia era una forma de malaltia infecciosa caracteritzada com una pesta hemorràgica similar a l’Ebola. L’arqueòleg Barney Sloane ha afirmat que no hi ha proves suficients de l’extinció d’un gran nombre de rates en el registre arqueològic del litoral medieval de Londres i que la pesta es va propagar massa ràpid per donar suport a la tesi que l’Y. pestis es va propagar a partir de les puces de les rates; defensa que la transmissió devia haver estat de persona a persona. No obstant això, cap alternativa ha assolit una acceptació generalitzada. Molts acadèmics que defensen que l’Y. pestis com a principal microorganisme de la pandèmia, suggereixen que el seu abast i els símptomes que provoca poden explicar-se per una combinació de la pesta bubònica amb altres malalties, com ara el tifus, la verola i les infeccions respiratòries. A més de la infecció bubònica, altres acadèmics assenyalen altres formes de la pesta, septicèmica (una mena d’“enverinament de la sang”) i pneumònica (una pesta transmesa per l’aire que afecta els pulmons abans que la resta del cos), que estenen la durada dels brots al llarg de les estacions i ajuden a explicar la seva alta taxa de mortalitat i els altres símptomes observats. El 2014, els científics del departament de Salut Pública d’Anglaterra van anunciar els resultats d’un examen fet a 25 cadàvers exhumats a la zona de Clerkenwell, a Londres, així com dels testaments inscrits a Londres durant aquest període, la qual cosa donava suport a la hipòtesi de la forma pneumònica.
----
Pregunta: Quines malalties creuen molts científics que van contribuir a la pandèmia de la pesta?
Resposta: el tifus, la verola i les infeccions respiratòries
----
Pregunta: Aproximadament, quantes persones van signar en una petició en línia al lloc web del Parlament en resposta al tancament de la galeria d’instruments musicals?
Resposta: més de 5.100
----
Pregunta: Quina batalla va perdre Temujin contra Djamuqa poc després de ser escollit kan?
Resposta: batalla de Dalan Balzhut
----
Pregunta: Quin líder de la Reforma suïssa va ser alumne de Lefèvre?
Resposta: ",Guillaume Farel
"Altres predecessors de l'església reformada van incloure els proreformistes i els catòlics romans gal·licans, com Jacques Lefèvre (c. 1455-1536). Els gal·licans van aconseguir breument la independència de l'església francesa, amb el principi que la religió de França no podia ser controlada pel bisbe de Roma, una potència estrangera. Durant la Reforma protestant, Lefèvre, professor de la Universitat de París, va publicar la seva traducció del Nou Testament al francès el 1523, seguida de tota la Bíblia en llengua francesa el 1530. Guillaume Farel va ser un estudiant de Lefèvre que va passar a ser líder de la Reforma suïssa i va establir un govern protestant a Ginebra. Jean Cauvin (Joan Calví), un altre estudiant de la Universitat de París, també es va convertir al protestantisme. Molt després de la supressió de la secta per part de Francesc I, els valdesos francesos restants, aleshores majoria a la regió del Luberon, van intentar unir-se a Guillaume Farel, Calví i la Reforma, i Olivétan els va publicar una bíblia francesa. La confessió francesa del 1559 mostra una influència clarament calvinista. En algun moment entre el 1550 i el 1580, els membres de l'església reformada de França van ser coneguts com a hugonots.[es necessita una cita]","Lady Gaga, sis vegades guanyadora del Grammy i nominada a l’Oscar, va interpretar l’himne nacional, mentre que la guanyadora de l’Oscar, Marlee Matlin, en va oferir la traducció en llengua de signes americana (ASL).
----
Pregunta: Qui va interpretar l’himne nacional de la Super Bowl 50?
Resposta: Lady Gaga
----
Pregunta: Quin és el sobrenom del logotip de l’ABC des de la campanya del 2000?
Resposta: el punt
----
Pregunta: Què era Thomas Piketty?
Resposta: L’economista
----
Pregunta: Quin altre líder protestant europeu es va formar a la Universitat de París?
Resposta: ",Jean Cauvin
"Amb les dates del judici al Tribunal Penal Internacional el 2013, tant per al president Kenyatta com per al vicepresident William Ruto, en relació amb les conseqüències de les eleccions del 2007, el president dels Estats Units, Barack Obama, va optar per no visitar el país durant el seu viatge africà a mitjan 2013. Més tard a l’estiu, Kenyatta va visitar la Xina per invitació del president Xi Jinping després d’una parada a Rússia i de no haver visitat els Estats Units com a president. El juliol del 2015, Obama va visitar Kenya, sent el primer president nord-americà a visitar el país mentre estava al càrrec.","També hi ha diversos operadors de mercaderies més petits i nombrosos ferrocarrils turístics que operen a través de línies que abans formaven part d’un sistema estatal. Les línies victorianes utilitzen principalment vies de 1.600 mm (5 peus 3 polzades) de calibre ample. No obstant, les rutes interestatals principals, així com diverses línies secundàries a l'oest de l'estat, s'han convertit a 1.435 mm (4 peus 8 1⁄2 polzades) de calibre estàndard. Dos ferrocarrils turístics operen sobre línies de més de 760 mm (2 peus 6 polzades) de calibre estret, que són les restes de cinc línies antigament propietat del govern que es van construir en zones muntanyenques.
----
Pregunta: A quina amplada s’han canviat algunes de les línies a l’oest de Victòria?
Resposta: 1.435 mm (4 peus 8 1⁄2 polzades) de calibre estàndard
----
Pregunta: Quina companyia va desenvolupar l’indicador de màquines de vapor de més èxit?
Resposta: Charles Porter
----
Pregunta: A quins dos òrgans ha de dirigir-se primer el Parlament per aprovar una llei?
Resposta: la Comissió i el Consell
----
Pregunta: Quines van ser les conseqüències de les eleccions del 2007?
Resposta: ",les dates del judici al Tribunal Penal Internacional
